scene,method,t,x,y
0,B,6.2641,16.9776,7.9791
0,B,6.2775,17.0182,7.9671
0,B,6.2908,17.0591,7.9550
0,B,6.3042,17.1002,7.9429
0,B,6.3176,17.1416,7.9306
0,B,6.3309,17.1833,7.9183
0,B,6.3443,17.2252,7.9059
0,B,6.3576,17.2673,7.8935
0,B,6.3710,17.3097,7.8811
0,B,6.3843,17.3523,7.8685
0,B,6.3977,17.3951,7.8560
0,B,6.4111,17.4381,7.8434
0,B,6.4244,17.4812,7.8308
0,B,6.4378,17.5245,7.8181
0,B,6.4511,17.5679,7.8055
0,B,6.4645,17.6114,7.7928
0,B,6.4778,17.6550,7.7802
0,B,6.4912,17.6986,7.7675
0,B,6.5046,17.7424,7.7548
0,B,6.5179,17.7861,7.7422
0,B,6.5313,17.8298,7.7296
0,B,6.5446,17.8736,7.7170
0,B,6.5580,17.9172,7.7044
0,B,6.5713,17.9609,7.6919
0,B,6.5847,18.0044,7.6794
0,B,6.5980,18.0479,7.6670
0,B,6.6114,18.0912,7.6546
0,B,6.6248,18.1344,7.6423
0,B,6.6381,18.1774,7.6300
0,B,6.6515,18.2203,7.6179
0,B,6.6648,18.2630,7.6058
0,B,6.6782,18.3055,7.5937
0,B,6.6915,18.3477,7.5818
0,B,6.7049,18.3897,7.5699
0,B,6.7183,18.4315,7.5582
0,B,6.7316,18.4730,7.5465
0,B,6.7450,18.5143,7.5349
0,B,6.7583,18.5553,7.5234
0,B,6.7717,18.5959,7.5121
0,B,6.7850,18.6363,7.5008
0,B,6.7984,18.6764,7.4896
0,B,6.8117,18.7162,7.4785
0,B,6.8251,18.7557,7.4675
0,B,6.8385,18.7949,7.4567
0,B,6.8518,18.8337,7.4459
0,B,6.8652,18.8722,7.4353
0,B,6.8785,18.9104,7.4247
0,B,6.8919,18.9482,7.4143
0,B,6.9052,18.9857,7.4040
0,B,6.9186,19.0229,7.3937
0,B,6.9320,19.0597,7.3836
0,B,6.9453,19.0962,7.3736
0,B,6.9587,19.1324,7.3637
0,B,6.9720,19.1681,7.3539
0,B,6.9854,19.2036,7.3442
0,B,6.9987,19.2387,7.3347
0,B,7.0121,19.2734,7.3252
0,B,7.0254,19.3078,7.3158
0,B,7.0388,19.3418,7.3066
0,B,7.0522,19.3755,7.2974
0,B,7.0655,19.4088,7.2884
0,B,7.0789,19.4417,7.2795
0,B,7.0922,19.4743,7.2707
0,B,7.1056,19.5064,7.2620
0,B,7.1189,19.5382,7.2534
0,B,7.1323,19.5697,7.2449
0,B,7.1457,19.6007,7.2366
0,B,7.1590,19.6313,7.2283
0,B,7.1724,19.6615,7.2202
0,B,7.1857,19.6913,7.2122
0,B,7.1991,19.7207,7.2043
0,B,7.2124,19.7496,7.1965
0,B,7.2258,19.7781,7.1889
0,B,7.2392,19.8062,7.1814
0,B,7.2525,19.8338,7.1740
0,B,7.2659,19.8609,7.1667
0,B,7.2792,19.8875,7.1596
0,B,7.2926,19.9137,7.1526
0,B,7.3059,19.9393,7.1458
0,B,7.3193,19.9645,7.1391
0,B,7.3326,19.9891,7.1326
0,B,7.3460,20.0132,7.1262
0,B,7.3594,20.0367,7.1199
0,B,7.3727,20.0597,7.1138
0,B,7.3861,20.0821,7.1079
0,B,7.3994,20.1040,7.1021
0,B,7.4128,20.1253,7.0965
0,B,7.4261,20.1460,7.0910
0,B,7.4395,20.1661,7.0857
0,B,7.4529,20.1856,7.0806
0,B,7.4662,20.2045,7.0756
0,B,7.4796,20.2228,7.0708
0,B,7.4929,20.2405,7.0662
0,B,7.5063,20.2575,7.0617
0,B,7.5196,20.2740,7.0575
0,B,7.5330,20.2898,7.0534
0,B,7.5463,20.3049,7.0494
0,B,7.5597,20.3195,7.0457
0,B,7.5731,20.3334,7.0421
0,B,7.5864,20.3466,7.0386
0,B,7.5998,20.3593,7.0354
0,B,7.6131,20.3713,7.0323
0,B,7.6265,20.3827,7.0294
0,B,7.6398,20.3934,7.0266
0,B,7.6532,20.4036,7.0240
0,B,7.6666,20.4131,7.0216
0,B,7.6799,20.4221,7.0193
0,B,7.6933,20.4305,7.0172
0,B,7.7066,20.4383,7.0152
0,B,7.7200,20.4455,7.0134
0,B,7.7333,20.4522,7.0117
0,B,7.7467,20.4584,7.0102
0,B,7.7600,20.4640,7.0088
0,B,7.7734,20.4692,7.0075
0,B,7.7868,20.4738,7.0064
0,B,7.8001,20.4780,7.0053
0,B,7.8135,20.4817,7.0044
0,B,7.8268,20.4850,7.0036
0,B,7.8402,20.4879,7.0029
0,B,7.8535,20.4904,7.0023
0,B,7.8669,20.4926,7.0018
0,B,7.8803,20.4944,7.0013
0,B,7.8936,20.4959,7.0010
0,B,7.9070,20.4971,7.0007
0,B,7.9203,20.4980,7.0005
0,B,7.9337,20.4987,7.0003
0,B,7.9470,20.4993,7.0002
0,B,7.9604,20.4996,7.0001
0,B,7.9738,20.4998,7.0000
0,B,7.9871,20.5000,7.0000
0,B,8.0005,20.5000,7.0000
0,B,8.0138,20.5000,7.0000
0,C,0.0000,1.5000,7.0000
0,C,0.0188,1.5000,7.0000
0,C,0.0376,1.5003,7.0001
0,C,0.0564,1.5011,7.0002
0,C,0.0752,1.5025,7.0005
0,C,0.0939,1.5048,7.0010
0,C,0.1127,1.5081,7.0017
0,C,0.1315,1.5127,7.0026
0,C,0.1503,1.5185,7.0038
0,C,0.1691,1.5259,7.0054
0,C,0.1879,1.5347,7.0073
0,C,0.2067,1.5453,7.0096
0,C,0.2255,1.5576,7.0123
0,C,0.2442,1.5717,7.0154
0,C,0.2630,1.5877,7.0190
0,C,0.2818,1.6055,7.0230
0,C,0.3006,1.6253,7.0276
0,C,0.3194,1.6471,7.0326
0,C,0.3382,1.6708,7.0382
0,C,0.3570,1.6965,7.0443
0,C,0.3758,1.7241,7.0510
0,C,0.3945,1.7536,7.0582
0,C,0.4133,1.7850,7.0660
0,C,0.4321,1.8182,7.0744
0,C,0.4509,1.8533,7.0833
0,C,0.4697,1.8900,7.0928
0,C,0.4885,1.9285,7.1029
0,C,0.5073,1.9685,7.1136
0,C,0.5261,2.0101,7.1249
0,C,0.5448,2.0531,7.1368
0,C,0.5636,2.0975,7.1492
0,C,0.5824,2.1431,7.1623
0,C,0.6012,2.1899,7.1759
0,C,0.6200,2.2378,7.1900
0,C,0.6388,2.2867,7.2047
0,C,0.6576,2.3364,7.2200
0,C,0.6764,2.3869,7.2358
0,C,0.6951,2.4381,7.2522
0,C,0.7139,2.4898,7.2690
0,C,0.7327,2.5420,7.2864
0,C,0.7515,2.5945,7.3043
0,C,0.7703,2.6472,7.3226
0,C,0.7891,2.7000,7.3414
0,C,0.8079,2.7529,7.3607
0,C,0.8267,2.8057,7.3804
0,C,0.8454,2.8583,7.4005
0,C,0.8642,2.9107,7.4211
0,C,0.8830,2.9627,7.4420
0,C,0.9018,3.0142,7.4633
0,C,0.9206,3.0652,7.4849
0,C,0.9394,3.1156,7.5069
0,C,0.9582,3.1653,7.5291
0,C,0.9770,3.2142,7.5517
0,C,0.9957,3.2624,7.5746
0,C,1.0145,3.3097,7.5977
0,C,1.0333,3.3560,7.6210
0,C,1.0521,3.4015,7.6446
0,C,1.0709,3.4459,7.6683
0,C,1.0897,3.4893,7.6922
0,C,1.1085,3.5317,7.7163
0,C,1.1273,3.5730,7.7405
0,C,1.1460,3.6132,7.7649
0,C,1.1648,3.6523,7.7893
0,C,1.1836,3.6903,7.8138
0,C,1.2024,3.7272,7.8384
0,C,1.2212,3.7630,7.8629
0,C,1.2400,3.7977,7.8875
0,C,1.2588,3.8313,7.9121
0,C,1.2776,3.8637,7.9367
0,C,1.2963,3.8952,7.9612
0,C,1.3151,3.9255,7.9856
0,C,1.3339,3.9548,8.0100
0,C,1.3527,3.9832,8.0342
0,C,1.3715,4.0105,8.0583
0,C,1.3903,4.0369,8.0823
0,C,1.4091,4.0623,8.1060
0,C,1.4279,4.0869,8.1296
0,C,1.4466,4.1107,8.1530
0,C,1.4654,4.1336,8.1762
0,C,1.4842,4.1557,8.1991
0,C,1.5030,4.1772,8.2218
0,C,1.5218,4.1979,8.2441
0,C,1.5406,4.2180,8.2662
0,C,1.5594,4.2375,8.2880
0,C,1.5782,4.2565,8.3094
0,C,1.5969,4.2750,8.3305
0,C,1.6157,4.2930,8.3512
0,C,1.6345,4.3107,8.3715
0,C,1.6533,4.3280,8.3915
0,C,1.6721,4.3450,8.4110
0,C,1.6909,4.3618,8.4301
0,C,1.7097,4.3784,8.4488
0,C,1.7285,4.3949,8.4671
0,C,1.7473,4.4113,8.4849
0,C,1.7660,4.4277,8.5022
0,C,1.7848,4.4440,8.5190
0,C,1.8036,4.4605,8.5353
0,C,1.8224,4.4770,8.5512
0,C,1.8412,4.4938,8.5665
0,C,1.8600,4.5107,8.5814
0,C,1.8788,4.5279,8.5957
0,C,1.8976,4.5454,8.6095
0,C,1.9163,4.5632,8.6227
0,C,1.9351,4.5814,8.6354
0,C,1.9539,4.6000,8.6476
0,C,1.9727,4.6191,8.6592
0,C,1.9915,4.6387,8.6703
0,C,2.0103,4.6587,8.6808
0,C,2.0291,4.6794,8.6908
0,C,2.0479,4.7006,8.7002
0,C,2.0666,4.7223,8.7091
0,C,2.0854,4.7447,8.7175
0,C,2.1042,4.7678,8.7253
0,C,2.1230,4.7914,8.7326
0,C,2.1418,4.8158,8.7394
0,C,2.1606,4.8407,8.7456
0,C,2.1794,4.8664,8.7513
0,C,2.1982,4.8927,8.7566
0,C,2.2169,4.9197,8.7613
0,C,2.2357,4.9474,8.7655
0,C,2.2545,4.9757,8.7693
0,C,2.2733,5.0046,8.7726
0,C,2.2921,5.0343,8.7754
0,C,2.3109,5.0645,8.7779
0,C,2.3297,5.0954,8.7798
0,C,2.3485,5.1269,8.7814
0,C,2.3672,5.1590,8.7825
0,C,2.3860,5.1917,8.7833
0,C,2.4048,5.2250,8.7837
0,C,2.4236,5.2588,8.7837
0,C,2.4424,5.2931,8.7834
0,C,2.4612,5.3279,8.7827
0,C,2.4800,5.3632,8.7818
0,C,2.4988,5.3989,8.7805
0,C,2.5175,5.4351,8.7789
0,C,2.5363,5.4717,8.7771
0,C,2.5551,5.5086,8.7750
0,C,2.5739,5.5459,8.7727
0,C,2.5927,5.5836,8.7701
0,C,2.6115,5.6215,8.7674
0,C,2.6303,5.6597,8.7644
0,C,2.6491,5.6981,8.7613
0,C,2.6678,5.7367,8.7580
0,C,2.6866,5.7756,8.7545
0,C,2.7054,5.8145,8.7509
0,C,2.7242,5.8536,8.7472
0,C,2.7430,5.8928,8.7434
0,C,2.7618,5.9321,8.7394
0,C,2.7806,5.9714,8.7354
0,C,2.7994,6.0107,8.7313
0,C,2.8181,6.0500,8.7272
0,C,2.8369,6.0893,8.7230
0,C,2.8557,6.1286,8.7188
0,C,2.8745,6.1677,8.7145
0,C,2.8933,6.2068,8.7103
0,C,2.9121,6.2457,8.7060
0,C,2.9309,6.2845,8.7017
0,C,2.9497,6.3231,8.6974
0,C,2.9684,6.3616,8.6932
0,C,2.9872,6.3998,8.6889
0,C,3.0060,6.4379,8.6847
0,C,3.0248,6.4757,8.6805
0,C,3.0436,6.5134,8.6764
0,C,3.0624,6.5508,8.6722
0,C,3.0812,6.5879,8.6681
0,C,3.1000,6.6248,8.6641
0,C,3.1187,6.6614,8.6601
0,C,3.1375,6.6978,8.6561
0,C,3.1563,6.7339,8.6521
0,C,3.1751,6.7697,8.6482
0,C,3.1939,6.8053,8.6444
0,C,3.2127,6.8406,8.6405
0,C,3.2315,6.8757,8.6367
0,C,3.2503,6.9104,8.6329
0,C,3.2691,6.9450,8.6291
0,C,3.2878,6.9792,8.6254
0,C,3.3066,7.0132,8.6217
0,C,3.3254,7.0469,8.6180
0,C,3.3442,7.0804,8.6142
0,C,3.3630,7.1137,8.6105
0,C,3.3818,7.1467,8.6068
0,C,3.4006,7.1795,8.6031
0,C,3.4194,7.2121,8.5994
0,C,3.4381,7.2444,8.5956
0,C,3.4569,7.2766,8.5918
0,C,3.4757,7.3086,8.5880
0,C,3.4945,7.3404,8.5841
0,C,3.5133,7.3720,8.5802
0,C,3.5321,7.4035,8.5763
0,C,3.5509,7.4348,8.5723
0,C,3.5697,7.4659,8.5682
0,C,3.5884,7.4970,8.5640
0,C,3.6072,7.5279,8.5598
0,C,3.6260,7.5587,8.5555
0,C,3.6448,7.5895,8.5511
0,C,3.6636,7.6201,8.5466
0,C,3.6824,7.6507,8.5420
0,C,3.7012,7.6812,8.5373
0,C,3.7200,7.7117,8.5325
0,C,3.7387,7.7421,8.5276
0,C,3.7575,7.7725,8.5226
0,C,3.7763,7.8028,8.5174
0,C,3.7951,7.8332,8.5121
0,C,3.8139,7.8636,8.5067
0,C,3.8327,7.8940,8.5011
0,C,3.8515,7.9244,8.4954
0,C,3.8703,7.9548,8.4896
0,C,3.8890,7.9853,8.4836
0,C,3.9078,8.0159,8.4775
0,C,3.9266,8.0464,8.4712
0,C,3.9454,8.0771,8.4648
0,C,3.9642,8.1078,8.4582
0,C,3.9830,8.1386,8.4515
0,C,4.0018,8.1695,8.4446
0,C,4.0206,8.2005,8.4376
0,C,4.0393,8.2315,8.4304
0,C,4.0581,8.2627,8.4231
0,C,4.0769,8.2939,8.4157
0,C,4.0957,8.3253,8.4081
0,C,4.1145,8.3568,8.4004
0,C,4.1333,8.3884,8.3926
0,C,4.1521,8.4201,8.3846
0,C,4.1709,8.4519,8.3765
0,C,4.1896,8.4838,8.3683
0,C,4.2084,8.5159,8.3600
0,C,4.2272,8.5481,8.3516
0,C,4.2460,8.5804,8.3430
0,C,4.2648,8.6129,8.3344
0,C,4.2836,8.6454,8.3257
0,C,4.3024,8.6781,8.3169
0,C,4.3212,8.7110,8.3080
0,C,4.3399,8.7439,8.2990
0,C,4.3587,8.7770,8.2900
0,C,4.3775,8.8102,8.2809
0,C,4.3963,8.8436,8.2717
0,C,4.4151,8.8770,8.2625
0,C,4.4339,8.9106,8.2533
0,C,4.4527,8.9443,8.2441
0,C,4.4715,8.9781,8.2348
0,C,4.4902,9.0121,8.2255
0,C,4.5090,9.0461,8.2163
0,C,4.5278,9.0802,8.2070
0,C,4.5466,9.1145,8.1978
0,C,4.5654,9.1489,8.1886
0,C,4.5842,9.1833,8.1794
0,C,4.6030,9.2179,8.1703
0,C,4.6218,9.2525,8.1613
0,C,4.6405,9.2872,8.1523
0,C,4.6593,9.3220,8.1434
0,C,4.6781,9.3569,8.1346
0,C,4.6969,9.3918,8.1260
0,C,4.7157,9.4268,8.1174
0,C,4.7345,9.4619,8.1090
0,C,4.7533,9.4970,8.1007
0,C,4.7721,9.5322,8.0926
0,C,4.7908,9.5674,8.0846
0,C,4.8096,9.6026,8.0769
0,C,4.8284,9.6379,8.0693
0,C,4.8472,9.6732,8.0619
0,C,4.8660,9.7085,8.0548
0,C,4.8848,9.7438,8.0479
0,C,4.9036,9.7791,8.0412
0,C,4.9224,9.8144,8.0348
0,C,4.9412,9.8496,8.0287
0,C,4.9599,9.8849,8.0228
0,C,4.9787,9.9201,8.0173
0,C,4.9975,9.9553,8.0121
0,C,5.0163,9.9905,8.0072
0,C,5.0351,10.0256,8.0026
0,C,5.0539,10.0606,7.9984
0,C,5.0727,10.0956,7.9945
0,C,5.0915,10.1305,7.9911
0,C,5.1102,10.1653,7.9880
0,C,5.1290,10.2000,7.9853
0,C,5.1478,10.2347,7.9830
0,C,5.1666,10.2692,7.9811
0,C,5.1854,10.3036,7.9797
0,C,5.2042,10.3379,7.9787
0,C,5.2230,10.3721,7.9782
0,C,5.2418,10.4062,7.9781
0,C,5.2605,10.4401,7.9785
0,C,5.2793,10.4740,7.9794
0,C,5.2981,10.5076,7.9807
0,C,5.3169,10.5411,7.9826
0,C,5.3357,10.5745,7.9849
0,C,5.3545,10.6077,7.9878
0,C,5.3733,10.6407,7.9912
0,C,5.3921,10.6736,7.9951
0,C,5.4108,10.7063,7.9995
0,C,5.4296,10.7388,8.0044
0,C,5.4484,10.7711,8.0099
0,C,5.4672,10.8033,8.0159
0,C,5.4860,10.8353,8.0225
0,C,5.5048,10.8671,8.0296
0,C,5.5236,10.8987,8.0372
0,C,5.5424,10.9301,8.0454
0,C,5.5611,10.9614,8.0541
0,C,5.5799,10.9924,8.0633
0,C,5.5987,11.0233,8.0731
0,C,5.6175,11.0540,8.0834
0,C,5.6363,11.0844,8.0942
0,C,5.6551,11.1147,8.1056
0,C,5.6739,11.1449,8.1175
0,C,5.6927,11.1748,8.1298
0,C,5.7114,11.2046,8.1427
0,C,5.7302,11.2342,8.1561
0,C,5.7490,11.2636,8.1699
0,C,5.7678,11.2929,8.1842
0,C,5.7866,11.3220,8.1990
0,C,5.8054,11.3509,8.2142
0,C,5.8242,11.3797,8.2298
0,C,5.8430,11.4084,8.2459
0,C,5.8617,11.4369,8.2624
0,C,5.8805,11.4653,8.2792
0,C,5.8993,11.4936,8.2964
0,C,5.9181,11.5217,8.3140
0,C,5.9369,11.5498,8.3319
0,C,5.9557,11.5778,8.3502
0,C,5.9745,11.6057,8.3687
0,C,5.9933,11.6335,8.3875
0,C,6.0120,11.6612,8.4066
0,C,6.0308,11.6888,8.4260
0,C,6.0496,11.7165,8.4456
0,C,6.0684,11.7440,8.4653
0,C,6.0872,11.7716,8.4853
0,C,6.1060,11.7991,8.5054
0,C,6.1248,11.8265,8.5257
0,C,6.1436,11.8540,8.5461
0,C,6.1623,11.8815,8.5666
0,C,6.1811,11.9090,8.5872
0,C,6.1999,11.9365,8.6078
0,C,6.2187,11.9641,8.6285
0,C,6.2375,11.9917,8.6492
0,C,6.2563,12.0193,8.6698
0,C,6.2751,12.0470,8.6905
0,C,6.2939,12.0747,8.7111
0,C,6.3126,12.1026,8.7316
0,C,6.3314,12.1305,8.7520
0,C,6.3502,12.1585,8.7723
0,C,6.3690,12.1866,8.7925
0,C,6.3878,12.2148,8.8125
0,C,6.4066,12.2431,8.8323
0,C,6.4254,12.2716,8.8520
0,C,6.4442,12.3002,8.8713
0,C,6.4630,12.3289,8.8905
0,C,6.4817,12.3578,8.9094
0,C,6.5005,12.3868,8.9279
0,C,6.5193,12.4160,8.9462
0,C,6.5381,12.4453,8.9642
0,C,6.5569,12.4748,8.9818
0,C,6.5757,12.5045,8.9990
0,C,6.5945,12.5344,9.0158
0,C,6.6133,12.5644,9.0323
0,C,6.6320,12.5946,9.0483
0,C,6.6508,12.6250,9.0639
0,C,6.6696,12.6556,9.0790
0,C,6.6884,12.6864,9.0937
0,C,6.7072,12.7173,9.1079
0,C,6.7260,12.7485,9.1215
0,C,6.7448,12.7798,9.1347
0,C,6.7636,12.8114,9.1473
0,C,6.7823,12.8431,9.1594
0,C,6.8011,12.8750,9.1710
0,C,6.8199,12.9071,9.1820
0,C,6.8387,12.9394,9.1924
0,C,6.8575,12.9718,9.2022
0,C,6.8763,13.0044,9.2115
0,C,6.8951,13.0372,9.2201
0,C,6.9139,13.0702,9.2281
0,C,6.9326,13.1033,9.2356
0,C,6.9514,13.1366,9.2424
0,C,6.9702,13.1700,9.2485
0,C,6.9890,13.2036,9.2541
0,C,7.0078,13.2373,9.2590
0,C,7.0266,13.2711,9.2632
0,C,7.0454,13.3050,9.2668
0,C,7.0642,13.3391,9.2698
0,C,7.0829,13.3733,9.2721
0,C,7.1017,13.4076,9.2738
0,C,7.1205,13.4419,9.2748
0,C,7.1393,13.4764,9.2752
0,C,7.1581,13.5109,9.2749
0,C,7.1769,13.5455,9.2740
0,C,7.1957,13.5801,9.2724
0,C,7.2145,13.6148,9.2701
0,C,7.2332,13.6495,9.2673
0,C,7.2520,13.6843,9.2637
0,C,7.2708,13.7190,9.2596
0,C,7.2896,13.7538,9.2548
0,C,7.3084,13.7886,9.2494
0,C,7.3272,13.8234,9.2433
0,C,7.3460,13.8582,9.2367
0,C,7.3648,13.8929,9.2294
0,C,7.3835,13.9276,9.2216
0,C,7.4023,13.9623,9.2131
0,C,7.4211,13.9969,9.2041
0,C,7.4399,14.0314,9.1945
0,C,7.4587,14.0659,9.1843
0,C,7.4775,14.1002,9.1736
0,C,7.4963,14.1345,9.1623
0,C,7.5151,14.1687,9.1505
0,C,7.5338,14.2028,9.1381
0,C,7.5526,14.2368,9.1253
0,C,7.5714,14.2707,9.1120
0,C,7.5902,14.3044,9.0982
0,C,7.6090,14.3380,9.0839
0,C,7.6278,14.3715,9.0692
0,C,7.6466,14.4048,9.0540
0,C,7.6654,14.4379,9.0384
0,C,7.6841,14.4709,9.0224
0,C,7.7029,14.5037,9.0060
0,C,7.7217,14.5364,8.9893
0,C,7.7405,14.5688,8.9722
0,C,7.7593,14.6011,8.9548
0,C,7.7781,14.6332,8.9370
0,C,7.7969,14.6651,8.9190
0,C,7.8157,14.6968,8.9006
0,C,7.8344,14.7283,8.8820
0,C,7.8532,14.7596,8.8632
0,C,7.8720,14.7907,8.8442
0,C,7.8908,14.8216,8.8249
0,C,7.9096,14.8523,8.8055
0,C,7.9284,14.8827,8.7859
0,C,7.9472,14.9130,8.7661
0,C,7.9660,14.9430,8.7463
0,C,7.9847,14.9728,8.7263
0,C,8.0035,15.0024,8.7062
0,C,8.0223,15.0318,8.6861
0,C,8.0411,15.0610,8.6660
0,C,8.0599,15.0900,8.6458
0,C,8.0787,15.1187,8.6256
0,C,8.0975,15.1472,8.6054
0,C,8.1163,15.1756,8.5852
0,C,8.1351,15.2037,8.5651
0,C,8.1538,15.2316,8.5451
0,C,8.1726,15.2593,8.5251
0,C,8.1914,15.2868,8.5053
0,C,8.2102,15.3141,8.4856
0,C,8.2290,15.3412,8.4660
0,C,8.2478,15.3682,8.4465
0,C,8.2666,15.3950,8.4273
0,C,8.2854,15.4215,8.4082
0,C,8.3041,15.4480,8.3893
0,C,8.3229,15.4742,8.3707
0,C,8.3417,15.5003,8.3522
0,C,8.3605,15.5263,8.3340
0,C,8.3793,15.5521,8.3161
0,C,8.3981,15.5778,8.2984
0,C,8.4169,15.6034,8.2811
0,C,8.4357,15.6289,8.2640
0,C,8.4544,15.6543,8.2472
0,C,8.4732,15.6796,8.2307
0,C,8.4920,15.7048,8.2145
0,C,8.5108,15.7299,8.1987
0,C,8.5296,15.7550,8.1831
0,C,8.5484,15.7800,8.1680
0,C,8.5672,15.8050,8.1531
0,C,8.5860,15.8300,8.1387
0,C,8.6047,15.8550,8.1245
0,C,8.6235,15.8800,8.1107
0,C,8.6423,15.9051,8.0973
0,C,8.6611,15.9301,8.0842
0,C,8.6799,15.9553,8.0715
0,C,8.6987,15.9805,8.0591
0,C,8.7175,16.0058,8.0471
0,C,8.7363,16.0312,8.0354
0,C,8.7550,16.0568,8.0241
0,C,8.7738,16.0825,8.0130
0,C,8.7926,16.1083,8.0024
0,C,8.8114,16.1344,7.9920
0,C,8.8302,16.1606,7.9819
0,C,8.8490,16.1871,7.9721
0,C,8.8678,16.2138,7.9627
0,C,8.8866,16.2408,7.9535
0,C,8.9053,16.2680,7.9445
0,C,8.9241,16.2955,7.9359
0,C,8.9429,16.3234,7.9274
0,C,8.9617,16.3516,7.9192
0,C,8.9805,16.3801,7.9113
0,C,8.9993,16.4090,7.9035
0,C,9.0181,16.4383,7.8959
0,C,9.0369,16.4680,7.8885
0,C,9.0556,16.4982,7.8813
0,C,9.0744,16.5287,7.8743
0,C,9.0932,16.5598,7.8673
0,C,9.1120,16.5912,7.8605
0,C,9.1308,16.6232,7.8538
0,C,9.1496,16.6557,7.8472
0,C,9.1684,16.6887,7.8407
0,C,9.1872,16.7222,7.8342
0,C,9.2059,16.7563,7.8278
0,C,9.2247,16.7909,7.8214
0,C,9.2435,16.8260,7.8150
0,C,9.2623,16.8617,7.8087
0,C,9.2811,16.8981,7.8023
0,C,9.2999,16.9349,7.7959
0,C,9.3187,16.9724,7.7895
0,C,9.3375,17.0105,7.7830
0,C,9.3562,17.0492,7.7765
0,C,9.3750,17.0885,7.7699
0,C,9.3938,17.1284,7.7632
0,C,9.4126,17.1689,7.7564
0,C,9.4314,17.2100,7.7495
0,C,9.4502,17.2517,7.7425
0,C,9.4690,17.2940,7.7354
0,C,9.4878,17.3369,7.7281
0,C,9.5065,17.3804,7.7207
0,C,9.5253,17.4245,7.7131
0,C,9.5441,17.4691,7.7054
0,C,9.5629,17.5143,7.6975
0,C,9.5817,17.5601,7.6894
0,C,9.6005,17.6063,7.6812
0,C,9.6193,17.6531,7.6728
0,C,9.6381,17.7004,7.6642
0,C,9.6569,17.7482,7.6555
0,C,9.6756,17.7964,7.6466
0,C,9.6944,17.8451,7.6374
0,C,9.7132,17.8941,7.6282
0,C,9.7320,17.9436,7.6187
0,C,9.7508,17.9934,7.6091
0,C,9.7696,18.0435,7.5993
0,C,9.7884,18.0940,7.5893
0,C,9.8072,18.1447,7.5792
0,C,9.8259,18.1956,7.5689
0,C,9.8447,18.2468,7.5584
0,C,9.8635,18.2981,7.5478
0,C,9.8823,18.3496,7.5371
0,C,9.9011,18.4012,7.5263
0,C,9.9199,18.4529,7.5153
0,C,9.9387,18.5046,7.5042
0,C,9.9575,18.5564,7.4930
0,C,9.9762,18.6081,7.4817
0,C,9.9950,18.6597,7.4703
0,C,10.0138,18.7112,7.4588
0,C,10.0326,18.7626,7.4473
0,C,10.0514,18.8138,7.4357
0,C,10.0702,18.8648,7.4241
0,C,10.0890,18.9156,7.4124
0,C,10.1078,18.9661,7.4007
0,C,10.1265,19.0162,7.3889
0,C,10.1453,19.0660,7.3772
0,C,10.1641,19.1153,7.3655
0,C,10.1829,19.1643,7.3538
0,C,10.2017,19.2127,7.3421
0,C,10.2205,19.2606,7.3305
0,C,10.2393,19.3080,7.3189
0,C,10.2581,19.3549,7.3074
0,C,10.2768,19.4010,7.2959
0,C,10.2956,19.4466,7.2846
0,C,10.3144,19.4914,7.2733
0,C,10.3332,19.5356,7.2622
0,C,10.3520,19.5790,7.2512
0,C,10.3708,19.6216,7.2403
0,C,10.3896,19.6633,7.2296
0,C,10.4084,19.7043,7.2190
0,C,10.4271,19.7443,7.2086
0,C,10.4459,19.7835,7.1983
0,C,10.4647,19.8218,7.1883
0,C,10.4835,19.8591,7.1785
